FID,Reference,ReferenceNumb,studyYear,State,location,soil,planted date,Date rust first appeared,Growth stage applied,applicationsNumb,trade name,active ingredient,active ingredient coded,class,class code,amount,stats,replications,mean sep,rustSeverPerc,rustSeverPercLSD,rustSeverPercCont,rustSeverPercContLSD,rustSever1-8,rustSever1-8LSD,rustSever1-8Cont,rustSever1-8ContLSD,Tsincidence,TSincidenceLSD,TSincidenceCont,TSincidenceContLSD,Tsseverity,TSseverityLSD,TSseverityCont,TSseverityContLSD,CercoSever,CercoSeverLSD,CercoSeverCont,CercoSeverContLSD,yield,yieldLSD,yieldCont,yieldContLSD,seedWt,seedWtLSD,seedWtCont,seedWtContLSD,defoliation,lsd,control defol,conrol lsd,aerial web,lsd arial,control arial web,lsd arial
172,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Tebuconazole,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,2.8,0.8,7.9,0.8,,,,,,,,,,,,,71.6,4.32,57.6,4.32,,,,,,,,,,,,
173,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,5.3,0.8,7.9,0.8,,,,,,,,,,,,,72,4.32,57.6,4.32,,,,,,,,,,,,
174,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Headline + Topguard,pyraclostrobin + flutrifol,pyra+flut,mixed modes of action,mma,6 + 7,rcb,4,Fishers LSD (p</=0.1,,,,,1.8,0.8,7.9,0.8,,,,,,,,,,,,,75.3,4.32,57.6,4.32,,,,,,,,,,,,
175,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Priaxor,fluxapyroxad + pyraclostrobin,flux+pyra,mixed modes of action,mma,4,rcb,4,Fishers LSD (p</=0.1,,,,,7.2,0.8,7.9,0.8,,,,,,,,,,,,,63.5,4.32,57.6,4.32,,,,,,,,,,,,
176,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Quilt Xcel,azoxystrobin + propiconazole,azo+prop,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,6.9,0.8,7.9,0.8,,,,,,,,,,,,,62.6,4.32,57.6,4.32,,,,,,,,,,,,
177,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Quadris top SB,azoxystrobin + difenoconazole,azo+dife,mixed modes of action,mma,12,rcb,4,Fishers LSD (p</=0.1,,,,,6.5,0.8,7.9,0.8,,,,,,,,,,,,,66.8,4.32,57.6,4.32,,,,,,,,,,,,
178,Delaney ref 31,31,2013,AL,SMRED,Hartselles fine sandy loam,41450,,,1,Stratego YLD,prothioconazole + trifloxystrobin,prot+trif,mixed modes of action,mma,4,rcb,4,Fishers LSD (p</=0.1,,,,,3.8,0.8,7.9,0.8,,,,,,,,,,,,,72.7,4.32,57.6,4.32,,,,,,,,,,,,
179,Delaney ref 32,32,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,FORTIX,fluxastrobin + flutriafol,flux+flut,mixed modes of action,mma,5,rcb,4,Fishers LSD (p</=0.1,,,,,1.8,0.9,2.4,0.9,,,,,,,,,,,,,65.2,2.3,64.3,2.3,15.2,1.2,15.2,1.2,,,,,,,,
180,Delaney ref 32,32,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,FORTIX,fluxastrobin + flutriafol,flux+flut,mixed modes of action,mma,5,rcb,4,Fishers LSD (p</=0.1,,,,,1.4,0.9,2.4,0.9,,,,,,,,,,,,,65.5,2.3,64.3,2.3,15.8,1.2,15.2,1.2,,,,,,,,
181,Delaney ref 32,32,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,FORTIX,fluxastrobin + flutriafol,flux+flut,mixed modes of action,mma,5,rcb,4,Fishers LSD (p</=0.1,,,,,1.7,0.9,2.4,0.9,,,,,,,,,,,,,66.4,2.3,64.3,2.3,15.7,1.2,15.2,1.2,,,,,,,,
182,Delaney ref 32,32,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,FORTIX,fluxastrobin + flutriafol,flux+flut,mixed modes of action,mma,5,rcb,4,Fishers LSD (p</=0.1,,,,,1.7,0.9,2.4,0.9,,,,,,,,,,,,,63.3,2.3,64.3,2.3,15.6,1.2,15.2,1.2,,,,,,,,
183,Delaney ref 33,33,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,1.4,0.9,1.9,0.9,,,,,,,,,,,,,66.9,2.4,66.5,2.4,15.9,1.1,16.1,1.1,,,,,,,,
184,Delaney ref 33,33,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,1.2,0.9,1.9,0.9,,,,,,,,,,,,,67,2.4,66.5,2.4,16.1,1.1,16.1,1.1,,,,,,,,
185,Delaney ref 33,33,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,1.1,0.9,1.9,0.9,,,,,,,,,,,,,67.4,2.4,66.5,2.4,15.9,1.1,16.1,1.1,,,,,,,,
186,Delaney ref 33,33,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,1.6,0.9,1.9,0.9,,,,,,,,,,,,,68.2,2.4,66.5,2.4,16.3,1.1,16.1,1.1,,,,,,,,
187,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,1.4,1,2.6,1,,,,,,,,,,,,,70.1,3.5,68.9,3.5,17.7,0.8,16.3,0.8,,,,,,,,
188,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,2.1,1,2.6,1,,,,,,,,,,,,,68.4,3.5,68.9,3.5,17.3,0.8,16.3,0.8,,,,,,,,
189,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Domark,tetraconazole,tetr,triazole,triazole,5,rcb,4,Fishers LSD (p</=0.1,,,,,1.2,1,2.6,1,,,,,,,,,,,,,70.8,3.5,68.9,3.5,17,0.8,16.3,0.8,,,,,,,,
190,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,Domark,tetraconazole,tetr,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,,,,,2.3,1,2.6,1,,,,,,,,,,,,,69.7,3.5,68.9,3.5,16.8,0.8,16.3,0.8,,,,,,,,
191,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Folicur/tebuconazole,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,1.4,1,2.6,1,,,,,,,,,,,,,70.5,3.5,68.9,3.5,17.5,0.8,16.3,0.8,,,,,,,,
192,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r5,1,Folicur/tebuconazole,tebuconazole,tebu,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,,,,,1.6,1,2.6,1,,,,,,,,,,,,,69.5,3.5,68.9,3.5,17.1,0.8,16.3,0.8,,,,,,,,
193,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Quadris,azoxystrobin,azo,strobilurin,strobilurin,6,rcb,4,Fishers LSD (p</=0.1,,,,,1.8,1,2.6,1,,,,,,,,,,,,,67.1,3.5,68.9,3.5,16.6,0.8,16.3,0.8,,,,,,,,
194,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Quilt Xcel,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,,,,,2.1,1,2.6,1,,,,,,,,,,,,,69.2,3.5,68.9,3.5,16.8,0.8,16.3,0.8,,,,,,,,
195,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Quadris Top SB,azoxystrobin + difenoconazole,azo+dife,mixed modes of action,mma,12,rcb,4,Fishers LSD (p</=0.1,,,,,2.6,1,2.6,1,,,,,,,,,,,,,69.7,3.5,68.9,3.5,16.4,0.8,16.3,0.8,,,,,,,,
196,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Stratego YLD,prothioconizole + trifloxystrobin,prot+trif,mixed modes of action,mma,4,rcb,4,Fishers LSD (p</=0.1,,,,,2.6,1,2.6,1,,,,,,,,,,,,,69.2,3.5,68.9,3.5,16.1,0.8,16.3,0.8,,,,,,,,
197,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Priaxor,fluxapyroxad + pyraclastrobin,flux+pyra,mixed modes of action,mma,4,rcb,4,Fishers LSD (p</=0.1,,,,,3,1,2.6,1,,,,,,,,,,,,,69.1,3.5,68.9,3.5,16.5,0.8,16.3,0.8,,,,,,,,
198,Delaney ref 34,34,2013,AL,GCREC,Malbis fine sandy loam,,,r3,1,Priaxor,fluxapyroxad + pyraclastrobin,flux+pyra,mixed modes of action,mma,6,rcb,4,Fishers LSD (p</=0.1,,,,,2.1,1,2.6,1,,,,,,,,,,,,,68.5,3.5,68.9,3.5,16.6,0.8,16.3,0.8,,,,,,,,
199,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,r1,1,Topguard,flutrifol,flut,triazole,triazole,7,rcb,3,Tukeys p=.05,20,28.2,86.7,28.2,,,,,,,,,,,,,5.1,1.9,6.3,1.9,51.2,7.1,52.7,7.1,,,,,,,,,,,,
200,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,r1,1,Topguard,flutrifol,flut,triazole,triazole,10,rcb,3,Tukeys p=.05,6.7,28.2,86.7,28.2,,,,,,,,,,,,,5.1,1.9,6.3,1.9,56,7.1,52.7,7.1,,,,,,,,,,,,
201,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,r1,1,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,7 + 6,rcb,3,Tukeys p=.05,3.3,28.2,86.7,28.2,,,,,,,,,,,,,4.6,1.9,6.3,1.9,53.5,7.1,52.7,7.1,,,,,,,,,,,,
202,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,r1,1,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,10 + 6,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,5,1.9,6.3,1.9,55.1,7.1,52.7,7.1,,,,,,,,,,,,
203,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r1, r1+ 21d",2,Topguard,flutrifol,flut,triazole,triazole,7,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,4.9,1.9,6.3,1.9,56.6,7.1,52.7,7.1,,,,,,,,,,,,
204,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r1, r1+ 21d",2,Topguard,flutrifol,flut,triazole,triazole,10,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,5,1.9,6.3,1.9,54.9,7.1,52.7,7.1,,,,,,,,,,,,
205,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r1, r1+ 21d",2,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,7 + 6,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,0,,5.4,1.9,6.3,1.9,55,7.1,52.7,7.1,,,,,,,,,,,,
206,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r1, r1+ 21d",2,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,10 + 6,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,4.8,1.9,6.3,1.9,54,7.1,52.7,7.1,,,,,,,,,,,,
207,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r3, r3 + 21d",2,Topguard,flutrifol,flut,triazole,triazole,7,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,4.5,1.9,6.3,1.9,55,7.1,52.7,7.1,,,,,,,,,,,,
208,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r3, r3 + 21d",2,Topguard,flutrifol,flut,triazole,triazole,10,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,5.3,1.9,6.3,1.9,57.3,7.1,52.7,7.1,,,,,,,,,,,,
209,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r3, r3 + 21d",2,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,7 + 6,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,5.4,1.9,6.3,1.9,56.6,7.1,52.7,7.1,,,,,,,,,,,,
210,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,"r3, r3 + 21d",2,Topguard + Quadris,flutrifol + azoxystrobin,flut+azo,mixed modes of action,mma,10 + 6,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,5.3,1.9,6.3,1.9,57.7,7.1,52.7,7.1,,,,,,,,,,,,
211,Price et al ref 35,35,2012,LA,DLRS,Coushatta silt loam,,,,0,Control,,,,,,rcb,3,Tukeys p=.05,0,28.2,86.7,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,9.2,rcb,4,Fishers LSD (p</=0.1,68.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,48,5.1,42.2,5.1,12.757275,0.850485,11.623295,0.850485,,,,,,,,
213,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,9.2,rcb,4,Fishers LSD (p</=0.1,38.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,54.6,5.1,42.2,5.1,14.17475,0.850485,11.623295,0.850485,,,,,,,,
214,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r5,1,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,9.2,rcb,4,Fishers LSD (p</=0.1,27.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,54.9,5.1,42.2,5.1,14.17475,0.850485,11.623295,0.850485,,,,,,,,
215,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1,1,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,75,20.2,81.3,20.2,,,,,,,,,,,,,,,,,49.3,5.1,42.2,5.1,13.04077,0.850485,11.623295,0.850485,,,,,,,,
216,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3,1,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,50,20.2,81.3,20.2,,,,,,,,,,,,,,,,,57.3,5.1,42.2,5.1,14.458245,0.850485,11.623295,0.850485,,,,,,,,
217,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r5,1,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,27.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,60.1,5.1,42.2,5.1,15.592225,0.850485,11.623295,0.850485,,,,,,,,
218,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r3,2,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,43.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,56.6,5.1,42.2,5.1,14.458245,0.850485,11.623295,0.850485,,,,,,,,
219,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3 + r5 ,2,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,17.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,62.7,5.1,42.2,5.1,16.159215,0.850485,11.623295,0.850485,,,,,,,,
220,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r3 + r5,3,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,13.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,65,5.1,42.2,5.1,16.44271,0.850485,11.623295,0.850485,,,,,,,,
221,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1,1,Quilt,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,87.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,45.4,5.1,42.2,5.1,11.90679,0.850485,11.623295,0.850485,,,,,,,,
222,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3,1,Quilt,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,81.3,20.2,81.3,20.2,,,,,,,,,,,,,,,,,46.4,5.1,42.2,5.1,12.190285,0.850485,11.623295,0.850485,,,,,,,,
223,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r5,1,Quilt,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,68.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,50,5.1,42.2,5.1,13.324265,0.850485,11.623295,0.850485,,,,,,,,
224,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r3,2,Quilt,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,62.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,48,5.1,42.2,5.1,13.324265,0.850485,11.623295,0.850485,,,,,,,,
225,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3 + r5 ,2,Quilt,propiconizole + azoxystrobin,prop+azo,mixed modes of action,mma,14,rcb,4,Fishers LSD (p</=0.1,56.3,20.2,81.3,20.2,,,,,,,,,,,,,,,,,52.8,5.1,42.2,5.1,13.891255,0.850485,11.623295,0.850485,,,,,,,,
226,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1,1,Folicur + Headline,pyraclostrobin + pyraclostrobin,pyra+pyra,mixed modes of action,mma,3+6,rcb,4,Fishers LSD (p</=0.1,68.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,45.6,5.1,42.2,5.1,12.757275,0.850485,11.623295,0.850485,,,,,,,,
227,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3,1,Folicur + Headline,pyraclostrobin + pyraclostrobin,pyra+pyra,mixed modes of action,mma,3+6,rcb,4,Fishers LSD (p</=0.1,45,20.2,81.3,20.2,,,,,,,,,,,,,,,,,57.8,5.1,42.2,5.1,15.025235,0.850485,11.623295,0.850485,,,,,,,,
228,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r5,1,Folicur + Headline,pyraclostrobin + pyraclostrobin,pyra+pyra,mixed modes of action,mma,3+6,rcb,4,Fishers LSD (p</=0.1,27.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,62,5.1,42.2,5.1,16.159215,0.850485,11.623295,0.850485,,,,,,,,
229,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 + r3,2,Folicur + Headline,pyraclostrobin + pyraclostrobin,pyra+pyra,mixed modes of action,mma,3+6,rcb,4,Fishers LSD (p</=0.1,27.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,60.5,5.1,42.2,5.1,15.592225,0.850485,11.623295,0.850485,,,,,,,,
230,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r3  + r5 ,2,Folicur + Headline,pyraclostrobin + pyraclostrobin,pyra+pyra,mixed modes of action,mma,3+6,rcb,4,Fishers LSD (p</=0.1,16.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,62.7,5.1,42.2,5.1,16.44271,0.850485,11.623295,0.850485,,,,,,,,
231,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,r1 r3,2,Headline fb Folicur,pyraclostrobin + pyraclostrobin,pyra fb prya,mixed modes of action,mma,9.2 + 4,rcb,4,Fishers LSD (p</=0.1,38.8,20.2,81.3,20.2,,,,,,,,,,,,,,,,,58.7,5.1,42.2,5.1,15.025235,0.850485,11.623295,0.850485,,,,,,,,
232,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,"r3, r5",2,Headline fb Folicur,pyraclostrobin + pyraclostrobin,pyra fb prya,mixed modes of action,mma,9.2 + 4,rcb,4,Fishers LSD (p</=0.1,17.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,63.3,5.1,42.2,5.1,16.159215,0.850485,11.623295,0.850485,,,,,,,,
233,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,"r1, r3",2,Folicur  fb Headline,pyraclostrobin + pyraclostrobin,pyra fb prya,mixed modes of action,mma,4 + 9.2,rcb,4,Fishers LSD (p</=0.1,32.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,57.8,5.1,42.2,5.1,15.30873,0.850485,11.623295,0.850485,,,,,,,,
234,Mueller ref 36,36,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38868,,"r3, r5 ",2,Folicur fb Headline,pyraclostrobin + pyraclostrobin,pyra fb prya,mixed modes of action,mma,4 + 9.2,rcb,4,Fishers LSD (p</=0.1,22.5,20.2,81.3,20.2,,,,,,,,,,,,,,,,,60,5.1,42.2,5.1,16.44271,0.850485,11.623295,0.850485,,,,,,,,
235,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Topguard,flutrifol,flut,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,4.1,12.9,82.5,12.9,,,,,,,,,,,,,,,,,28.1,2.8,25.5,2.8,17.860185,0.850485,15.592225,0.850485,,,,,,,,
236,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Folicur,tebuconazole,tebu,triazole,triazole,3.6,rcb,4,Fishers LSD (p</=0.1,2.8,12.9,82.5,12.9,,,,,,,,,,,,,,,,,28.1,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
237,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Domark,flutrifol,flut,triazole,triazole,4,rcb,4,Fishers LSD (p</=0.1,4.1,12.9,82.5,12.9,,,,,,,,,,,,,,,,,31,2.8,25.5,2.8,17.293195,0.850485,15.592225,0.850485,,,,,,,,
238,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Headline,pyraclostrobin,pyra,strobilurin,strobilurin,7.8,rcb,4,Fishers LSD (p</=0.1,1.4,12.9,82.5,12.9,,,,,,,,,,,,,,,,,25.8,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
239,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quilt + Folicur,propiconizole + azoxystrobin + tebuconazole,prop+azo+tebu,mixed modes of action,mma,14 + 4,rcb,4,Fishers LSD (p</=0.1,7.1,12.9,82.5,12.9,,,,,,,,,,,,,,,,,30.1,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
240,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Laredo,myclobutanil,myc,triazole,triazole,7,rcb,4,Fishers LSD (p</=0.1,5.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,30.8,2.8,25.5,2.8,17.860185,0.850485,15.592225,0.850485,,,,,,,,
241,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quadris + Domark,azoxystrobin,azo,triazole,triazole,6.2 + 4,rcb,4,Fishers LSD (p</=0.1,14.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,29,2.8,25.5,2.8,17.0097,0.850485,15.592225,0.850485,,,,,,,,
242,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quadris + Topguard,azoxystrobin + flutrifol,azo+flut,mixed modes of action,mma,6.2 + 7,rcb,4,Fishers LSD (p</=0.1,17.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,31.4,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
243,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Stratego,propiconizole + trifloxystrobin,prop+trif,mixed modes of action,mma,10,rcb,4,Fishers LSD (p</=0.1,22.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,30.7,2.8,25.5,2.8,17.293195,0.850485,15.592225,0.850485,,,,,,,,
244,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Headline + Folicur,pyraclostrobin + tebuconizole,pyra+tebu,mixed modes of action,mma,6.2 + 4,rcb,4,Fishers LSD (p</=0.1,17.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,30.3,2.8,25.5,2.8,17.57669,0.850485,15.592225,0.850485,,,,,,,,
245,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Echo + Folicur,chlorothalonil + tebuconizole,chl+tebu,mixed modes of action,mma,32 + 4,rcb,4,Fishers LSD (p</=0.1,24.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,29.5,2.8,25.5,2.8,17.860185,0.850485,15.592225,0.850485,,,,,,,,
246,Mueller ref 37,37,2006,FL,NFREC,"fine-loamy, thermic Plinthic Kandiudult",38952,,r2 + r4,2,Quadris + Folicur,azoxystrobin + tebuconizole,azo+tebu,mixed modes of action,mma,6.2 + 4,rcb,4,Fishers LSD (p</=0.1,24.5,12.9,82.5,12.9,,,,,,,,,,,,,,,,,29.6,2.8,25.5,2.8,17.293195,0.850485,15.592225,0.850485,,,,,,,,
